propertyId	longitudeBefore	latitudeBefore	addressBefore	addressBeforeCharLength	addressBeforeContainsJalan	additionalRegionBefore	additionalRegionBeforeCharLength	isVenueGrouped	userPropertyCount	userWrongProperty	userReviewedProperty	userCheckedProperty	longitudeAfter	latitudeAfter	addressAfter	addressAfterCharLength	addressAfterContainsJalan	additionalRegionAfter	additionalRegionAfterCharLength
383343030	112.7389549	-7.2604275	Tunjungan	9	no	Tegalsari	9	yes	226	31	110	54	112.73913786073	-7.2629186868913	Jl. Jendral Basuki Rachmat	26	yes	Tegalsari	9
836089672	106.6694858	-6.2632497	Regency Melati Mas	18	no	BSD Serpong	11	yes	122	10	36	20	106.66849312262	-6.2637259533599	Jl. Jati Jelupang	17	yes	BSD City	8
307124600	106.77861893488	-6.1089224644497	Jl. Pluit Karang Ayu B1 Utara	29	yes	Pluit	5	yes	182	0	117	107	106.77861893488	-6.1089224644497	Jl. Pluit Karang Ayu B1 Utara	29	yes	Pluit	5
348773515	106.8210127	-6.2354219	Kuningan	8	no	Kuningan 	9	yes	151	40	73	9	106.8325690748	-6.2094928741291	Jl. Kuningan Madya	18	yes	Kuningan 	9
620853756	106.777481079762	-6.3991492982414	Jl. Raya Arco	13	yes	Sawangan 	9	no	2002	1248	1384	2	106.777481079762	-6.3991492982414	Jl. Raya Arco	13	yes	Sawangan 	9
178036028	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10	yes	64	18	45	8	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10
814356337	106.77861893488	-6.1089224644497	Jl. Pluit Karang Ayu B1 Utara	29	yes	Pluit	5	yes	182	0	117	107	106.77861893488	-6.1089224644497	Jl. Pluit Karang Ayu B1 Utara	29	yes	Pluit	5
499740994	110.352021388361	-7.88084854013019	Jl. Parangtritis	16	yes	Sewon	5	no	305	310	339	1	110.352021388361	-7.88084854013019	Jl. Parangtritis	16	yes	Sewon	5
451207233	110.776317	-7.5358724	Tohudan	7	no	Colomadu	8	no	111	50	67	0	110.776317	-7.5358724	Tohudan	7	no	Colomadu	8
172989017	106.81486213491	-6.1943736857769	Jl. Kh. Mas Mansyur	19	yes	Tanah Abang	11	yes	841	33	499	361	106.81486213491	-6.1943736857769	Jl. Kh. Mas Mansyur	19	yes	Tanah Abang	11
662812470	110.4315489	-7.7048474	Jangkang Besi	13	no	Kaliurang km 13, Sleman, Jogjakarta	35	no	172	49	109	1	110.43073350846	-7.70501751156	Jl. Besi Jangkang	17	yes	Sukoharjo, Ngaglik	18
473605139	106.79591562996	-6.1533722011173	Jl. Prof. Dr. Latumenten 	25	yes	Tambora	7	yes	43	2	33	23	106.79591562996	-6.1533722011173	Jl. Prof. Dr. Latumenten	24	yes	Tambora	7
597679963	106.7942405	-6.4024844	Jl Kencana 2 palapa kalimulya GDC Depok	39	yes	Depok	5	yes	1	1	1	0	106.8266012	-6.4189788	Jl. Kencana 2	13	yes	Cilodong	8
358973293	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10	yes	702	360	550	18	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10
427526032	110.402376	-7.7325213	Depok	5	no	Depok	5	no	347	302	332	0	110.3993969	-7.7558021	Condongcatur	12	no	Depok	5
865770097	106.863493	-6.565787	Jalan raya babakan madang Bogor no24	36	no	Bogor	5	yes	4	0	1	0	106.86368054977	-6.5644007595672	Jl. Raya Babakan Madang	23	yes	Babakan Madang	14
296894176	106.78930498537	-6.3173508173758	Jalan Jati RayaTimur	20	no	Cilandak	8	yes	20	8	12	1	106.79016329225	-6.3156019697328	Jalan Jati RayaTimur	20	no	Cilandak	8
699217894	106.9746603	-6.1613183	harapan indah bulevard	22	no	Harapan Indah	13	no	253	100	113	5	106.9746603	-6.1613183	Jl. Harapan Indah Boulevard	27	yes	Harapan Indah	13
762955357	106.79591562996	-6.1533722011173	Jl. Prof. Dr. Latumenten 	25	yes	Tambora	7	yes	43	2	33	23	106.79591562996	-6.1533722011173	Jl. Prof. Dr. Latumenten	24	yes	Tambora	7
594813307	104.730530275533	-2.99312553083914	Jl. Baladewa	12	yes	Bukit Besar	11	no	1	1	1	0	104.730530275533	-2.99312553083914	Jl. Baladewa	12	yes	Bukit Besar	11
205839743	112.78118617475	-7.3097575067085	Jl. Dr. Ir. H. Soekarno	23	yes	Merr	4	yes	49	35	41	1	112.78118617475	-7.3097575067085	Jl. Dr. Ir. H. Soekarno	23	yes	Merr	4
367027968	106.88101170287	-6.2230682753156	Jl. Basuki Rahmat	17	yes	Cipinang	8	yes	975	113	1168	913	106.88101170287	-6.2230682753156	Jl. Basuki Rahmat	17	yes	Cipinang	8
216101835	106.73972356033	-6.4608558011037	Jl Raya Kalisuren	17	yes	Kalisuren, Tajur Halang	23	yes	2	0	2	0	106.73762070846	-6.4616393617141	Jl. Raya Kalisuren	18	yes	Kalisuren, Tajur Halang	23
683367496	106.786231494968	-6.44278338924021	Tugu Macan	10	no	Citayam	7	no	1818	832	1128	6	106.786231494968	-6.44278338924021	Tugu Macan	10	no	Citayam	7
903935244	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10	yes	369	111	209	52	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10
994864554	112.6679432	-7.2838089	Raya Lontar	11	no	Lontar	6	yes	90	37	67	24	112.6679432	-7.2838089	Jl. Raya Lontar	15	yes	Lontar	6
333412011	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10	yes	62	5	39	23	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10
199347266	106.80925007062	-6.2130686357623	Jl. Jendral Gatot Subroto	25	yes	Tanah Abang	11	yes	29	3	24	17	106.80925007062	-6.2130686357623	Jl. Jendral Gatot Subroto	25	yes	Tanah Abang	11
408897545	106.77861893488	-6.1089224644497	Jl. Pluit Karang Ayu B1 Utara	29	yes	Pluit	5	yes	27	0	16	15	106.77861893488	-6.1089224644497	Jl. Pluit Karang Ayu B1 Utara	29	yes	Pluit	5
428034699	115.1246918	-8.5375566	tabanan	7	no	Bantas	6	no	49	5	16	9	115.0563209	-8.4994936	Megati	6	no	Bantas	6
799265423	112.5962492021	-7.9192399365078	Notojoyo	8	no	Klojen	6	no	53	5	31	8	112.61931683862	-7.9800399	Notojoyo	8	no	Klojen	6
138741116	106.9260684	-6.3101244	Jl. Arteri JORR	15	yes	Jatiwarna, Pondok Melati	24	no	63	20	45	10	106.9260684	-6.3101244	Jl. Arteri JORR Jatiwarna	25	yes	Jatiwarna, Pondok Melati	24
492267977	110.3694896	-7.7955798	Jl Timoho, Baciro, Gondokusuman, Kota Yogyakarta	48	yes	Baciro, Gondokusuman	20	no	663	279	333	0	110.3933502	-7.7906927	Jl. Timoho	10	yes	Baciro, Gondokusuman	20
724486575	106.709793	-6.1767709	Jl. Kresek Raya	15	yes	Duri Kosambi	12	yes	331	293	522	50	106.70728245236	-6.1851547431455	Jl. Kresek Raya	15	yes	Duri Kosambi	12
955897872	110.3815228	-7.6179975	Wonokerto	9	no	Sleman	6	no	519	199	287	5	110.38053574708	-7.6200392505495	Wonokerto	9	no	Turi	4
104538218	106.84168942192	-6.2240001610136	Jl. Casablanca Raya	19	yes	Kuningan	8	yes	190	4	179	147	106.84168942192	-6.2240001610136	Jl. Casablanca Raya	19	yes	Kuningan	8
450165144	110.327172	-7.7763138	Jl Godean Km 6,5	16	yes	Sidoarum	8	no	501	314	411	10	110.32030554492	-7.7747830524123	Jl. Godean	10	yes	Sidoarum	8
974713346	112.68632871498	-7.2926911604552	Jl. Bukit Darmo Boulevard	25	yes	Dukuh Pakis	11	yes	226	31	110	54	112.68632871498	-7.2926911604552	Jl. Bukit Darmo Boulevard	25	yes	Dukuh Pakis	11
408734897	106.8060388	-6.5971469	1.2 km exit tol sentul selatan arah ke az zikra/rumah makan karimata	68	no	Bogor	5	yes	123	59	69	0	106.83858253555	-6.5728741428649	Jl. MH. Thamrin	15	yes	Sentul City	11
634944939	106.7585194	-6.4054537	Jalan Raya Muchtar	18	no	Sawangan	8	no	1577	378	736	3	106.7589885	-6.4054771	Jl. Muchtar Raya	16	yes	Sawangan	8
762306406	106.986898	-6.1549681	ifolia	6	no	Harapan Indah	13	yes	141	49	113	41	106.98681308363	-6.1545958909832	Jl. Ifolia	10	yes	Harapan Indah	13
697578186	107.6543488477	-6.965938009841	Jl. Ciganitri Terusan Logam	27	yes	Cipagalo	8	yes	1	1	1	0	107.6543488477	-6.965938009841	Jl. Ciganitri Terusan Logam	27	yes	Cipagalo	8
516851138	106.9178005	-6.3764374	Jl. Alternatif Cibubur	22	yes	Cibubur	7	yes	361	41	130	53	106.90161269809	-6.3874421297021	Jl. Alternatif Cibubur	22	yes	Cibubur	7
463734223	112.78980679067	-7.2501090715117	Jl. Kenjeran	12	yes	Mulyorejo	9	yes	626	437	692	181	112.78980679067	-7.2501090715117	Jl. Kenjeran	12	yes	Mulyorejo	9
348998406	112.643057435582	-7.29763338868382	Jl. Galeria Golf Lakarsantri	28	yes	Lakasantri	10	no	39	10	22	3	112.643057435582	-7.29763338868382	Jl. Galeria Golf Lakarsantri	28	yes	Lakasantri	10
179893921	112.6232336	-7.4373932	Jl.Wonoayu	10	yes	Wonoayu Sidoarjo	16	yes	309	180	233	1	112.62947309126	-7.4444466668484	Jl. Raya Wonoayu	16	yes	Grabagan	8
856623184	112.68412171297	-7.2830455529549	Jl. Bukit Darmo Boulevard	25	yes	Dukuh Pakis	11	yes	451	278	370	67	112.68412171297	-7.2830455529549	Jl. Bukit Darmo Boulevard	25	yes	Dukuh Pakis	11
442059864	106.7924681	-6.3943359	Jl. Raya Sawangan	17	yes	Pancoran Mas	12	yes	592	337	426	3	106.78418543856	-6.3952741631699	Jl. Raya Sawangan	17	yes	Pancoran Mas	12
278691932	107.639343	-6.9566338	Terusan Buah Batu	17	no	Buah Batu	9	no	193	68	161	59	107.64387056882	-6.9597435463478	Jl. Terusan Buah Batu	21	yes	Buah Batu	9
996014384	104.0304535	1.0456264	batam centre	12	no	Lubuk Baja	10	yes	2228	1215	1569	81	104.00918426547	1.1447143247715	Jl. Imam Bonjol - Nagoya	24	yes	Lubuk Baja	10
235872684	106.7924681	-6.3943359	Jl. Raya Sawangan	17	yes	Sawangan	8	yes	592	337	426	3	106.7835417084	-6.3941653065114	Jl. Raya Sawangan	17	yes	Sawangan	8
880931295	106.8127248979	-6.40281552971754	Jl. Cagar Alam	14	yes	Pancoran MAS	12	no	56	23	30	2	106.8127248979	-6.40281552971754	Jl. Cagar Alam	14	yes	Pancoran MAS	12
588521951	106.721104316672	-6.34319028234861	Jl. H Saleh	11	yes	Pamulang	8	no	1	1	1	0	106.721104316672	-6.34319028234861	Jl. H. Saleh	12	yes	Pamulang	8
467619641	106.9755726	-6.2382699	Jalan Raya Harapan Indah	24	no	Harapan Indah	13	yes	202	125	134	3	106.98161292884	-6.1694454700484	Jl. Harapan Indah Raya	22	yes	Harapan Indah	13
438153976	106.6881147	-6.1781993	PORIS INDAH	11	no	Cipondoh	8	yes	115	52	78	0	106.68836758784	-6.1757665962066	Jl. Poris Indah	15	yes	Cipondoh	8
578797439	106.81147287838	-6.2594194247825	Jl. Pangeran Antasari 	22	yes	Kemang	6	yes	305	64	241	159	106.81147287838	-6.2594194247825	Jl. Pangeran Antasari 	22	yes	Kemang	6
833499398	110.6883536	-7.4317773	Sawahan	7	no	Ngemplak	8	no	111	50	67	0	110.8061184	-7.5267328	Sawahan	7	no	Ngemplak	8
270923219	112.57097666022	-7.4462915059658	Jl. Raya Temu Prambon	21	yes	Temu	4	yes	420	46	296	188	112.57097666022	-7.4462915059658	Jl. Raya Temu Prambon	21	yes	Temu	4
222353897	114.5943784	-3.3186067	Jl Gatot Subroto	16	yes	Kebun Bunga	11	no	24	14	21	0	114.6166916	-3.3281331	Jl. Gatot Subroto	17	yes	Kebun Bunga	11
919142665	106.7788659	-6.1165178	Muara Karang	12	no	Pluit	5	no	265	110	157	24	106.7795043	-6.1166147	Jl. Muara Karang	16	yes	Pluit	5
209122329	112.7062678	-7.2783424	Kupang Indah	12	no	Dukuh Pakis	11	no	38	31	42	9	112.7076488	-7.2776675	Jl. Kupang Indah II	19	yes	Dukuh Pakis	11
496315673	110.3998397	-7.7146323	Jalan Kaliurang	15	no	Sinduharjo	10	no	342	292	380	19	110.39481209102	-7.7358745983494	Jl. Kaliurang	13	yes	Sinduharjo	10
516407759	106.9755726	-6.2382699	hyundai	7	no	Hyundai	7	no	37	12	23	2	107.12797350392	-6.333925727728	Jl. Raya Inti	13	yes	Cikarang Barat	14
488540520	106.60796983721	-6.2284375446715	Jl. Boulevard Diponegoro 	25	yes	Lippo Karawaci	14	yes	7	14	17	0	106.60796983721	-6.2284375446715	Jl. Boulevard Diponegoro 	25	yes	Lippo Karawaci	14
894453645	106.9059783	-6.2912537	Jl Lubang Buaya	15	yes	jakarta timur	13	yes	35	17	27	4	106.90390227022	-6.2949061837924	Jl. Lubang Buaya	16	yes	Cipayung	8
819401186	106.8664656	-6.1383768	xxxx	4	no	Pluit	5	no	39	5	24	16	106.7795043	-6.1166147	Jl. Muara Karang	16	yes	Pluit	5
224984116	106.7003473	-6.4815032	Jl. Taman Ganesha Blok D2	25	yes	Parung	6	yes	80	41	66	17	106.70625434495	-6.4754068693138	Jl. Lingkar Telaga Kahuripan	28	yes	Tegal	5
214234940	106.71442475659	-6.1681755402852	Jl. Semanan Raya	16	yes	Semanan	7	yes	137	24	63	13	106.71442475659	-6.1681755402852	Jl. Semanan Raya	16	yes	Semanan	7
390905100	106.7966702	-6.435325	Jalan Cipayung	14	no	Cipayung	8	no	465	90	122	0	106.79718518413	-6.4414658334944	Jalan Raya Cipayung	19	no	Cipayung	8
428061265	106.96589545037	-6.2777451978221	Jl. Surya Mandala	17	yes	Jati Mulya	10	yes	129	61	104	24	106.96589545037	-6.2777451978221	Jl. Surya Mandala	17	yes	Jati Mulya	10
306136301	106.6694858	-6.2632497	Regency Melati Mas	18	no	BSD Serpong	11	yes	122	10	36	20	106.66849312262	-6.2637259533599	Jl. Regency Melati Mas	22	yes	Serpong	7
795091378	110.3936542	-7.7370726	Jalan Godean KM 8,5	19	no	Sidoarum, Godean	16	no	457	250	333	1	110.3211798	-7.7798596	Nglarang	8	no	Sidoarum, Godean	16
311901913	110.1611064	-7.8861221	Desa Gotakan, Kecamatan Panjatan, Kabupaten Kulonprogo, Jogja	61	no	Panjatan	8	no	663	279	333	0	110.16003351639	-7.886887269969	Gotakan	7	no	Panjatan	8
594508411	106.7942405	-6.4024844	Jl.kekupu Sawangan Depok	24	yes	Sawangan 	9	no	864	509	615	1	106.7817354	-6.4344823	Jl. Kekupu	10	yes	Sawangan 	9
227669422	112.7683544	-7.2861637	MANYAR TIRTOASRI	16	no	Sukolilo	8	no	884	409	630	83	112.7683544	-7.2861637	Jl. Manyar Tirtoasri	20	yes	Sukolilo	8
852484352	106.6694858	-6.2632497	Regency Melati Mas	18	no	BSD Serpong	11	yes	122	10	36	20	106.66849312262	-6.2637259533599	Jl. Jati Jelupang	17	yes	BSD City	8
912975748	110.402376	-7.7325213	Wedomartani	11	no	Ngemplak	8	no	347	302	332	0	110.4393637	-7.7305867	Jl. Wedomartani	15	yes	Ngemplak	8
555828980	106.76654997138	-6.5997900609417	Jl. Raya Ciomas	15	yes	Ciomas	6	yes	24	1	15	7	106.76500501899	-6.5955802365152	Jl. Raya Ciomas	15	yes	Ciomas	6
151731357	110.413818277771	-7.7023934055953	Jl. Kaliurang	13	yes	Sukoharjo	9	no	972	529	710	2	110.413818277771	-7.7023934055953	Jl. Kaliurang	13	yes	Sukoharjo	9
498996834	106.7883065	-6.245023	Jl Taman Gandaria 88,	21	yes	Kebayoran, baru	15	yes	38	5	9	1	106.78831216442	-6.2450254662922	Jl. Taman Gandaria	18	yes	Kebayoran Baru	14
806997537	106.7057733	-6.1342937	Kalideres	9	no	Kalideres	9	no	70	17	59	27	106.7024647	-6.151173	Jl. Peta Selatan	16	yes	Kalideres	9
876708592	112.651226448193	-7.94540439906436	Jl. Laksda Adi Sucipto	22	yes	Blimbing	8	no	57	25	54	8	112.651226448193	-7.94540439906436	Jl. Laksda Adi Sucipto	22	yes	Blimbing	8
724896654	106.3257743	-6.1620853	Jalan Raya Serang-Kibin	23	no	Serang	6	no	127	28	36	0	106.3257743	-6.1620853	Jalan Raya Serang-Kibin	23	no	Kibin	5
159629704	106.779223	-6.3931317	Jalan Duren 1 Rangkapan Jaya Pancoran Mas Depok	47	no	Rangkapan Jaya, Pancoran Mas	28	no	2368	1787	1939	1	106.779223	-6.3931317	Jl. Duren 1	11	yes	Rangkapan Jaya, Pancoran Mas	28
910221694	110.402376	-7.7325213	purwomartani	12	no	Purwomartani, Kalasan	21	no	2228	1215	1569	81	110.45497063174	-7.7591254991889	Karangmojo	10	no	Purwomartani, Kalasan	21
628659342	112.6543015	-7.4164203	Jl.Raya Sawcangkring	20	yes	Sawocangkring	13	yes	420	46	296	188	112.64698778657	-7.4210961512031	Jl. Raya Sawocangkring	22	yes	Sawocangkring	13
400698564	112.7706871	-7.2920927	MANYAR INDAH	12	no	Sukolilo	8	no	884	409	630	83	112.77086765186	-7.292091810407	Jl. Manyar Indah	16	yes	Sukolilo	8
662931277	106.9004472	-6.2250138	Citra Gran Cibubur	18	no	Cibubur	7	yes	97	55	62	1	106.92888342263	-6.3843393411729	Jl. Alternatif Cibubur	22	yes	Cibubur	7
300181390	106.77861893488	-6.1089224644497	Jl. Pluit Karang Ayu B1 Utara	29	yes	Pluit	5	yes	27	0	14	10	106.77861893488	-6.1089224644497	Jl. Pluit Karang Ayu B1 Utara	29	yes	Pluit	5
996060665	106.88101170287	-6.2230682753156	Jl. Basuki Rahmat	17	yes	Cipinang	8	yes	149	2	131	121	106.88101170287	-6.2230682753156	Jl. Basuki Rahmat	17	yes	Cipinang	8
892125406	106.6881147	-6.1781993	PORIS INDAH	11	no	Cipondoh	8	yes	115	52	78	0	106.68836758784	-6.1757665962066	Jl. Poris Indah	15	yes	Cipondoh	8
926002151	106.6527099	-6.2023936	Jl.Pondok Benda Indah	21	yes	Pondok Benda, Pamulang	22	yes	2002	1248	1384	2	106.7148339381	-6.3403236980681	Jl. Bumi Raya	13	yes	Pondok Benda, Pamulang	22
816505005	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10	yes	29	1	17	14	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10
412373760	110.4456359	-7.7686296	Jalan Candi Sambisari Sidokarto Purwomartani Kalasan	52	no	Sidokarto, Purwomartani 	24	no	714	529	631	0	110.4456359	-7.7686296	Jl. Candi Sambisari	19	yes	Sidokarto, Purwomartani 	24
299823790	106.7748024	-6.4145183	Bedahan Sawangan Depok (Dekat Sekolah Alam Depok)	49	no	Sawangan	8	yes	2137	1504	1675	2	106.76986713541	-6.4146888866867	Bedahan	7	no	Sawangan	8
439958443	106.822745	-6.1744651	Cinere	6	no	Cinere	6	yes	24	9	14	2	106.79120620252	-6.3367460367132	Jl. Bukit Cinere	16	yes	Cinere	6
626397701	106.94964958858	-6.2047588486617	Jl. Sentra Primer Timur	23	yes	Cakung	6	yes	130	0	73	69	106.94964958858	-6.2047588486617	Jl. Sentra Primer Timur	23	yes	Cakung	6
395397514	112.70229170423	-7.5020055270579	Jl. Raya Kludan	15	yes	Tanggulangin	12	yes	200	80	178	56	112.70229170423	-7.5020055270579	Jl. Raya Kludan	15	yes	Tanggulangin	12
185436916	112.62994050146	-7.2512777001567	Jl. Graha Citra Utama Benowo 10	31	yes	Citraland	9	yes	38	6	27	19	112.62994050146	-7.2512777001567	Jl. Graha Citra Utama Benowo 10	31	yes	Citraland	9
317585371	107.7009839192	-6.8992036274734	Jln bongkor cinangka, Ujung berung	34	yes	kab Bandung	11	yes	11	3	7	0	107.700419118	-6.8918322292532	Jl. Bongkor	11	yes	Ujung Berung	12
109677182	112.70699372622	-7.3768609861483	Jl. Gadung	10	yes	Wage	4	yes	202	39	166	104	112.70699372622	-7.3768609861483	Jl. Gadung	10	yes	Wage	4
588877452	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10	yes	284	26	225	103	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10
680243818	107.9295206	-6.8383766	Jl. Pacuan Kuda	15	yes	Tanjungsari	11	yes	228	71	146	23	107.79871664516	-6.9098645507258	Jl. Pacuan Kuda	15	yes	Tanjungsari	11
928581083	112.76534672845	-7.3995517643601	Jl. Raya Putri Juanda	21	yes	Sedati	6	yes	247	18	179	133	112.76534672845	-7.3995517643601	Jl. Raya Putri Juanda	21	yes	Sedati	6
540140427	112.79117953929	-7.2690767446565	Jl. Sutorejo Timur	18	yes	Mulyorejo	9	yes	626	437	692	181	112.79117953929	-7.2690767446565	Jl. Sutorejo Timur	18	yes	Mulyorejo	9
811793101	112.6259863	-7.2570987	Jl. Raya Sendang Bulu	21	yes	Citraland	9	yes	187	51	112	30	112.62840699364	-7.2560477133216	Jl. Raya Sendang Bulu	21	yes	Citraland	9
812428434	106.7966702	-6.435325	Jalan Cipayung Depok	20	no	Cipayung	8	no	2137	1504	1675	2	106.79675603069	-6.4358154165145	Jl. Raya Cipayung	17	yes	Cipayung	8
752492013	106.97748778676	-6.1777780820229	Jl. Terusan Harapan	19	yes	Harapan Indah 	14	yes	141	49	113	41	106.98169875952	-6.1696588039876	Jl. Terusan Harapan	19	yes	Harapan Indah	13
908077798	106.84585557774	-6.1221020325847	Jl. Pasir Putih	15	yes	Ancol	5	yes	39	7	29	13	106.84585557774	-6.1221020325847	Jl. Pasir Putih	15	yes	Ancol	5
504268836	106.97838021849	-6.1890705066335	Jl. Harapan Indah Raya	22	yes	Harapan Indah	13	yes	141	49	113	41	106.97838021849	-6.1890705066335	Jl. Harapan Indah Raya	22	yes	Harapan Indah	13
898922981	110.3785438	-7.9190169	Baturetno	9	no	Banguntapan	11	no	1301	834	966	1	110.4172714	-7.8217798	Baturetno	9	no	Banguntapan	11
222384680	106.8593528	-6.3654304	Jalan Raya Bogor, Mekarsari	27	no	Depok, Cibinong, Cibubur, Jakarta Timut	39	no	52	3	31	12	106.8593528	-6.3654304	Jalan Raya Bogor	16	no	Cibubur 	8
155032491	110.402376	-7.7325213	Kadisoka Maguwoharjo Depok Sleman Jogja	39	no	Kadisoka Maguwoharjo Depok Sleman Jogja 	40	yes	15	4	7	0	110.4378845	-7.7528188	Jl. Kadisoka	12	yes	Maguwoharjo, Depok	18
989747210	106.8060388	-6.5971469	jl.blok c	9	yes	Sentul City	11	yes	70	156	210	8	106.86337545529	-6.5548768162438	Jl. Raya Babakan Madang	23	yes	Sentul City	11
911902515	112.6516835	-7.9605407	Sulfat Agung	12	no	Blimbing	8	no	57	25	54	8	112.6500427828	-7.9594825977241	Sulfat Agung	12	no	Blimbing	8
589023767	112.634640860154	-7.9816095714992	Jl. Aris Munandar	17	yes	Klojen	6	yes	22	3	10	1	112.634640860154	-7.9816095714992	Jl. Aris Munandar	17	yes	Klojen	6
269264427	106.90440183495	-6.1812947641563	Jl. Perintis Kemerdekaan 	25	yes	Pulo Gadung	11	yes	253	100	113	5	106.90440183495	-6.1812947641563	Jl. Perintis Kemerdekaan 	25	yes	Pulo Gadung	11
400632980	107.0144969	-6.7139087	jln raya puncak cipanas	23	yes	cipanas	7	no	269	84	145	1	107.04395509331	-6.7273235355854	Jl. Raya Puncak-Cianjur	23	yes	Sukanagalih, Cipanas	20
627092211	112.7460402	-7.2421119	Raya Bunguran	13	no	Pabean Cantian	14	no	47	8	33	9	112.7460402	-7.2421119	Jl. Raya Bunguran	17	yes	Pabean Cantian	14
249584583	112.64185935259	-7.2922973343279	Citraland	9	no	Citraland	9	yes	333	173	206	2	112.6535991373	-7.2931338789819	Jl. Puri Widya Kencana	22	yes	Citraland	9
109467608	112.7012305	-7.5698522	Bypass Gempol	13	no	Gempol	6	no	57	25	54	8	112.70155236508	-7.5696820346195	Jl. Bypass Gempol	17	yes	Gempol	6
760550638	112.70363040741	-7.27497481233955	Jl. Kupang Jaya	15	yes	Sukomanunggal	13	no	39	10	22	3	112.70363040741	-7.27497481233955	Jl. Kupang Jaya	15	yes	Sukomanunggal	13
600663361	110.3785438	-7.9190169	Patalan	7	no	Jetis	5	no	1301	834	966	1	110.3502387958	-7.9284108	Patalan	7	no	Jetis	5
491143915	110.3728573	-7.7358808	Jl Palagan	10	yes	Sariharjo, Ngaglik	18	no	950	550	698	1	110.37995561852	-7.7299192970158	Jl. Palagan	11	yes	Sariharjo, Ngaglik	18
761123425	106.8640751	-6.1558169	Jl Kemayoran	12	yes	Kemayoran 	10	yes	71	75	114	32	106.85181236321	-6.1536390280862	Jl. Benyamin Suaeb	18	yes	Kemayoran 	10
889506488	112.6136574	-7.9602208	Jalan Bendungan Sutami	22	no	Sumbersari	10	no	57	25	54	8	112.6136589	-7.9603317	Jl. Bendungan Sutami	20	yes	Sumbersari	10
685875848	106.863075	-6.3993669	Jl Raya Bogor	13	yes	Cimanggis 	10	yes	35	4	27	13	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10
774582779	112.68632871498	-7.2926911604552	Jl. Bukit Darmo Boulevard	25	yes	Dukuh Pakis	11	yes	226	31	110	54	112.68632871498	-7.2926911604552	Jl. Bukit Darmo Boulevard	25	yes	Dukuh Pakis	11
969451517	110.3472205	-7.7538643	Jalan Kabuapten	15	no	Trihanggo	9	no	164	58	108	4	110.3472205	-7.7538643	Jalan Kabuapten	15	no	Trihanggo	9
971663960	110.398238185706	-7.75722661020948	Condongcatur	12	no	Depok	5	no	308	240	266	0	110.398238185706	-7.75722661020948	Condongcatur	12	no	Depok	5
644302283	112.7520883	-7.2574719	pantai mentari, kenjeran	24	no	Kenjeran	8	yes	63	19	31	3	112.79421992065	-7.2396260477099	Jl. Raya Pantai Lama	20	yes	Kenjeran	8
279727574	112.1609056	-8.0954627	jatirejo maron rt 03 rw 03 suruhwadang	38	no	blitar selatan	14	no	6	3	3	0	112.0372044	-8.1898922	Jatirejo	8	no	Suruhwadang, Maron	18
847983175	106.62419397509	-6.2476423283123	Jl. Gading Serpong Boulevard	28	yes	Gading Serpong 	15	yes	292	143	219	47	106.62419397509	-6.2476423283123	Jl. Gading Serpong Boulevard	28	yes	Gading Serpong 	15
186072310	110.347628892065	-7.75191093022336	Jl. Kabupaten	13	yes	Trihanggo	9	no	130	70	107	1	110.347628892065	-7.75191093022336	Jl. Kabupaten	13	yes	Trihanggo	9
288153615	112.8002625	-7.2649835	Jl. Mulyosari BPD	17	yes	Mulyorejo	9	no	3476	957	3146	1928	112.79866390343	-7.2651324978318	Jl. Mulyosari BPD	17	yes	Mulyorejo	9
128442815	106.7652606	-6.4245022	Jalan Bedahan	13	no	Sawangan	8	no	1577	378	736	3	106.76766385928	-6.4201523054548	Jalan Bedahan	13	no	Sawangan	8
200314771	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10	yes	284	26	225	103	106.85825323171	-6.3668390657936	Jl. Raya Bogor	14	yes	Cimanggis 	10
761328098	110.4137187	-7.6875793	Jalan Kaliurang km 13	21	no	Sleman, Jogjakarta	18	no	172	49	109	1	110.4181545	-7.6953985	Jalan Kaliurang	15	no	Sukoharjo, Ngaglik	18
676947596	107.6191228	-6.9174639	kopo	4	no	Kopo	4	yes	8	6	7	0	107.5615325	-6.9567897	Jl. Taman Kopo Indah II	23	yes	Kopo	4
